Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Coconut,2018,Whole Year,Karnataka,610234.0,4321762000.0,1419.1,98979954.8,213581.9,7502.488
Coriander,2018,Whole Year,Karnataka,2918.0,2607.0,1419.1,473299.6,1021.3,0.897333333
Cotton(lint),2018,Kharif,Karnataka,713879.0,1398294.0,1419.1,115791173.8,249857.65,1.862692308
Cotton(lint),2018,Rabi,Karnataka,4507.0,2176.0,1419.1,731035.4,1577.45,0.845714286
Cowpea(Lobia),2018,Kharif,Karnataka,46257.0,17487.0,1419.1,7502885.4,16189.95,0.356
Cowpea(Lobia),2018,Rabi,Karnataka,11756.0,3304.0,1419.1,1906823.2,4114.6,0.267368421
Cowpea(Lobia),2018,Summer,Karnataka,3996.0,520.0,1419.1,648151.2,1398.6,0.126666667
Dry chillies,2018,Kharif,Karnataka,157587.0,195572.0,1419.1,25560611.4,55155.45,1.162941176
Garlic,2018,Whole Year,Karnataka,4006.0,26551.0,1419.1,649773.2,1402.1,6.4125
Ginger,2018,Whole Year,Karnataka,15858.0,244065.0,1419.1,2572167.6,5550.3,15.20103448
Gram,2018,Rabi,Karnataka,1188512.0,575023.0,1419.1,192776646.4,415979.2,0.493703704
Groundnut,2018,Kharif,Karnataka,397745.0,271955.0,1419.1,64514239.0,139210.75,0.799285714
Groundnut,2018,Rabi,Karnataka,2766.0,5770.0,1419.1,448645.2,968.1,2.115
Groundnut,2018,Summer,Karnataka,140610.0,118972.0,1419.1,22806942.0,49213.5,0.910869565
Horse-gram,2018,Kharif,Karnataka,37589.0,15807.0,1419.1,6096935.8,13156.15,0.450740741
Horse-gram,2018,Rabi,Karnataka,146902.0,73961.0,1419.1,23827504.4,51415.7,0.487307692
Jowar,2018,Kharif,Karnataka,114479.0,157242.0,1419.1,18568493.8,40067.65,1.432692308
Jowar,2018,Rabi,Karnataka,877414.0,771339.0,1419.1,142316550.8,307094.9,0.769473684
Jowar,2018,Summer,Karnataka,1859.0,3003.0,1419.1,301529.8,650.65,1.67375
Linseed,2018,Rabi,Karnataka,1704.0,352.0,1419.1,276388.8,596.4,0.187857143
Maize,2018,Kharif,Karnataka,1296051.0,3407725.0,1419.1,210219472.2,453617.85,2.882413793
Maize,2018,Rabi,Karnataka,93618.0,317479.0,1419.1,15184839.6,32766.3,3.1972
Maize,2018,Summer,Karnataka,19621.0,67607.0,1419.1,3182526.2,6867.35,3.2775
Mesta,2018,Whole Year,Karnataka,81.0,116.0,1419.1,13138.2,28.35,1.334545455
Moong(Green Gram),2018,Kharif,Karnataka,436845.0,141364.0,1419.1,70856259.0,152895.75,0.325925926
Moong(Green Gram),2018,Rabi,Karnataka,5898.0,1324.0,1419.1,956655.6,2064.3,0.23
Moong(Green Gram),2018,Summer,Karnataka,246.0,66.0,1419.1,39901.2,86.1,0.261666667
Niger seed,2018,Kharif,Karnataka,1068.0,211.0,1419.1,173229.6,373.8,0.139615385
Onion,2018,Kharif,Karnataka,193156.0,1462077.0,1419.1,31329903.2,67604.6,8.4024
Onion,2018,Rabi,Karnataka,16788.0,222577.0,1419.1,2723013.6,5875.8,12.06083333
Onion,2018,Summer,Karnataka,3665.0,38682.0,1419.1,594463.0,1282.75,10.361
Other  Rabi pulses,2018,Rabi,Karnataka,13989.0,10005.0,1419.1,2269015.8,4896.15,0.696842105
Other Kharif pulses,2018,Kharif,Karnataka,28375.0,17511.0,1419.1,4602425.0,9931.25,0.641666667
Potato,2018,Kharif,Karnataka,21372.0,169235.0,1419.1,3466538.4,7480.2,8.165862069
Potato,2018,Rabi,Karnataka,6482.0,98231.0,1419.1,1051380.4,2268.7,14.73
Potato,2018,Summer,Karnataka,410.0,6626.0,1419.1,66502.0,143.5,16.26142857
Ragi,2018,Kharif,Karnataka,514756.0,618474.0,1419.1,83493423.2,180164.6,1.215357143
Ragi,2018,Rabi,Karnataka,36318.0,50426.0,1419.1,5890779.6,12711.3,1.386470588
Ragi,2018,Summer,Karnataka,4276.0,7667.0,1419.1,693567.2,1496.6,1.835333333
Rapeseed &Mustard,2018,Kharif,Karnataka,3172.0,628.0,1419.1,514498.4,1110.2,0.13
Rice,2018,Kharif,Karnataka,1037158.0,2949318.0,1419.1,168227027.6,363005.3,2.637
Rice,2018,Rabi,Karnataka,11442.0,28334.0,1419.1,1855892.4,4004.7,2.480833333
Rice,2018,Summer,Karnataka,150993.0,484330.0,1419.1,24491064.6,52847.55,2.9272
Safflower,2018,Rabi,Karnataka,17020.0,9973.0,1419.1,2760644.0,5957.0,0.588695652
Sannhamp,2018,Whole Year,Karnataka,358.0,85.0,1419.1,58067.6,125.3,0.17
Sesamum,2018,Kharif,Karnataka,24776.0,15640.0,1419.1,4018667.2,8671.6,0.768571429
Small millets,2018,Kharif,Karnataka,19229.0,16105.0,1419.1,3118943.8,6730.15,0.852142857
Soyabean,2018,Kharif,Karnataka,261855.0,257221.0,1419.1,42472881.0,91649.25,1.0025
Sugarcane,2018,Whole Year,Karnataka,495932.0,42323211.0,1419.1,80440170.4,173576.2,83.26862069
Sunflower,2018,Kharif,Karnataka,95442.0,81315.0,1419.1,15480692.4,33404.7,0.787692308
Sunflower,2018,Rabi,Karnataka,46439.0,24150.0,1419.1,7532405.8,16253.65,0.695
Sunflower,2018,Summer,Karnataka,2734.0,2422.0,1419.1,443454.8,956.9,1.086363636
Sweet potato,2018,Whole Year,Karnataka,5032.0,73050.0,1419.1,816190.4,1761.2,14.20703704
Tapioca,2018,Whole Year,Karnataka,635.0,8439.0,1419.1,102997.0,222.25,13.2452381
Tobacco,2018,Whole Year,Karnataka,63840.0,52442.0,1419.1,10354848.0,22344.0,0.853076923
Turmeric,2018,Whole Year,Karnataka,26579.0,153767.0,1419.1,4311113.8,9302.65,5.617142857
Urad,2018,Kharif,Karnataka,85094.0,41029.0,1419.1,13802246.8,29782.9,0.429285714
Urad,2018,Rabi,Karnataka,2787.0,1484.0,1419.1,452051.4,975.45,0.47125
Urad,2018,Summer,Karnataka,1014.0,521.0,1419.1,164470.8,354.9,0.514285714
Wheat,2018,Rabi,Karnataka,157525.0,163113.0,1419.1,25550555.0,55133.75,0.960740741
Arecanut,2018,Whole Year,Kerala,95739.29,99925.0,2989.7,15528912.84,33508.7515,0.795714286
Arhar/Tur,2018,Whole Year,Kerala,266.0,438.0,2989.7,43145.2,93.1,1.65
Banana,2018,Whole Year,Kerala,52898.61,429061.0,2989.7,8580154.542,18514.5135,7.930714286
Black pepper,2018,Whole Year,Kerala,82761.41,36777.0,2989.7,13423900.7,28966.4935,0.328571429
Cardamom,2018,Whole Year,Kerala,38882.0,11535.0,2989.7,6306660.4,13608.7,0.068571429
Cashewnut,2018,Whole Year,Kerala,38780.66,15635.0,2989.7,6290223.052,13573.231,0.276428571
Coconut,2018,Whole Year,Kerala,760946.81,5299000000.0,2989.7,123425572.6,266331.3835,6426.82
Cotton(lint),2018,Whole Year,Kerala,59.4,90.0,2989.7,9634.68,20.79,1.51
Garlic,2018,Whole Year,Kerala,69.61,345.0,2989.7,11290.742,24.3635,4.96
Ginger,2018,Whole Year,Kerala,3275.09,15124.0,2989.7,531219.598,1146.2815,3.463571429
Gram,2018,Whole Year,Kerala,690.86,546.0,2989.7,112057.492,241.801,0.70375
Groundnut,2018,Whole Year,Kerala,187.3,239.0,2989.7,30380.06,65.555,1.28
Jowar,2018,Whole Year,Kerala,205.0,168.0,2989.7,33251.0,71.75,0.82
Maize,2018,Whole Year,Kerala,104.326,145.0,2989.7,16921.6772,36.5141,4.508
Other Kharif pulses,2018,Kharif,Kerala,1532.826,1316.0,2989.7,248624.3772,536.4891,1.076
Potato,2018,Whole Year,Kerala,536.9,7381.0,2989.7,87085.18,187.915,13.75
Ragi,2018,Whole Year,Kerala,224.7,272.0,2989.7,36446.34,78.645,1.355
Rice,2018,Autumn,Kerala,60718.46,101943.0,2989.7,9848534.212,21251.461,1.565384615
Rice,2018,Summer,Kerala,48858.28,196784.0,2989.7,7924813.016,17100.398,3.09
Rice,2018,Winter,Kerala,88449.47,279529.0,2989.7,14346504.03,30957.3145,2.684285714
Sesamum,2018,Whole Year,Kerala,377.657,157.0,2989.7,61255.9654,132.17995,0.481666667
Small millets,2018,Whole Year,Kerala,47.5,35.0,2989.7,7704.5,16.625,0.73
Sugarcane,2018,Whole Year,Kerala,1011.88,106299.0,2989.7,164126.936,354.158,81.14875
Sweet potato,2018,Whole Year,Kerala,210.41,3059.0,2989.7,34128.502,73.6435,13.17714286
Tapioca,2018,Whole Year,Kerala,61874.16,2325006.0,2989.7,10035988.75,21655.956,36.30214286
Tobacco,2018,Whole Year,Kerala,7.28,12.0,2989.7,1180.816,2.548,1.6
Turmeric,2018,Whole Year,Kerala,2483.71,6694.0,2989.7,402857.762,869.2985,2.630714286
Wheat,2018,Whole Year,Kerala,1.4,2.0,2989.7,227.08,0.49,1.45
Arecanut,2018,Whole Year,Tamil Nadu,6952.0,13543.0,986.2,1127614.4,2433.2,2.0112
Arhar/Tur,2018,Kharif,Tamil Nadu,41381.0,51632.0,986.2,6711998.2,14483.35,1.188571429
Bajra,2018,Kharif,Tamil Nadu,31109.0,88494.0,986.2,5045879.8,10888.15,2.8308
Bajra,2018,Rabi,Tamil Nadu,15773.0,29516.0,986.2,2558380.6,5520.55,2.042692308
Banana,2018,Whole Year,Tamil Nadu,87514.0,3483248.0,986.2,14194770.8,30629.9,37.39125
Black pepper,2018,Whole Year,Tamil Nadu,5571.0,1176.0,986.2,903616.2,1949.85,0.16
Cardamom,2018,Whole Year,Tamil Nadu,3838.0,347.0,986.2,622523.6,1343.3,0.08
Cashewnut,2018,Whole Year,Tamil Nadu,85272.0,19701.0,986.2,13831118.4,29845.2,0.242
Castor seed,2018,Kharif,Tamil Nadu,4756.0,1526.0,986.2,771423.2,1664.6,0.333636364
Coconut,2018,Whole Year,Tamil Nadu,439745.0,5214000000.0,986.2,71326639.0,153910.75,11263.83
Coriander,2018,Whole Year,Tamil Nadu,6427.0,2526.0,986.2,1042459.4,2249.45,0.428695652
Cotton(lint),2018,Kharif,Tamil Nadu,70023.0,151758.0,986.2,11357730.6,24508.05,2.13
Cotton(lint),2018,Rabi,Tamil Nadu,64899.0,168541.0,986.2,10526617.8,22714.65,2.738076923
Cowpea(Lobia),2018,Kharif,Tamil Nadu,44897.0,35418.0,986.2,7282293.4,15713.95,0.806
Cowpea(Lobia),2018,Rabi,Tamil Nadu,19985.0,17010.0,986.2,3241567.0,6994.75,0.8475
Dry chillies,2018,Whole Year,Tamil Nadu,45949.0,14000.0,986.2,7452927.8,16082.15,0.517741935
Garlic,2018,Whole Year,Tamil Nadu,1449.0,8631.0,986.2,235027.8,507.15,4.375
Ginger,2018,Whole Year,Tamil Nadu,377.0,7263.0,986.2,61149.4,131.95,19.86428571
Gram,2018,Rabi,Tamil Nadu,5851.0,5419.0,986.2,949032.2,2047.85,0.945
Groundnut,2018,Kharif,Tamil Nadu,196543.0,426219.0,986.2,31879274.6,68790.05,2.235714286
Groundnut,2018,Rabi,Tamil Nadu,138952.0,485021.0,986.2,22538014.4,48633.2,3.243333333
Horse-gram,2018,Kharif,Tamil Nadu,4045.0,2883.0,986.2,656099.0,1415.75,0.685
Horse-gram,2018,Rabi,Tamil Nadu,73408.0,50647.0,986.2,11906777.6,25692.8,0.715652174
Jowar,2018,Kharif,Tamil Nadu,182554.0,209775.0,986.2,29610258.8,63893.9,1.5472
Jowar,2018,Rabi,Tamil Nadu,203288.0,254701.0,986.2,32973313.6,71150.8,1.4448
Maize,2018,Kharif,Tamil Nadu,168944.0,1283603.0,986.2,27402716.8,59130.4,7.625384615
Maize,2018,Rabi,Tamil Nadu,221658.0,1550834.0,986.2,35952927.6,77580.3,6.984
Moong(Green Gram),2018,Kharif,Tamil Nadu,26977.0,18186.0,986.2,4375669.4,9441.95,0.6508
Moong(Green Gram),2018,Rabi,Tamil Nadu,143341.0,58676.0,986.2,23249910.2,50169.35,0.402857143
Onion,2018,Kharif,Tamil Nadu,12414.0,108888.0,986.2,2013550.8,4344.9,8.912692308
Onion,2018,Rabi,Tamil Nadu,19273.0,109707.0,986.2,3126080.6,6745.55,5.878518519
Other  Rabi pulses,2018,Rabi,Tamil Nadu,20761.0,16051.0,986.2,3367434.2,7266.35,0.7015
Other Cereals,2018,Kharif,Tamil Nadu,1685.0,2286.0,986.2,273307.0,589.75,1.262941176
Other Cereals,2018,Rabi,Tamil Nadu,4262.0,10045.0,986.2,691296.4,1491.7,2.21
Other Kharif pulses,2018,Kharif,Tamil Nadu,28942.0,20808.0,986.2,4694392.4,10129.7,0.68952381
Potato,2018,Kharif,Tamil Nadu,2334.0,25622.0,986.2,378574.8,816.9,13.195
Potato,2018,Rabi,Tamil Nadu,1198.0,23750.0,986.2,194315.6,419.3,23.2225
Ragi,2018,Kharif,Tamil Nadu,56917.0,178988.0,986.2,9231937.4,19920.95,3.1396
Ragi,2018,Rabi,Tamil Nadu,21676.0,76983.0,986.2,3515847.2,7586.6,3.486153846
Rapeseed &Mustard,2018,Rabi,Tamil Nadu,305.0,71.0,986.2,49471.0,106.75,0.08
Rice,2018,Autumn,Tamil Nadu,279647.0,1198496.0,986.2,45358743.4,97876.45,4.184827586
Rice,2018,Summer,Tamil Nadu,236904.0,992095.0,986.2,38425828.8,82916.4,3.997333333
Rice,2018,Winter,Tamil Nadu,1204714.0,3940959.0,986.2,195404610.8,421649.9,3.749032258
Sesamum,2018,Kharif,Tamil Nadu,9457.0,4494.0,986.2,1533925.4,3309.95,0.472
Sesamum,2018,Rabi,Tamil Nadu,35153.0,19932.0,986.2,5701816.6,12303.55,0.516551724
Small millets,2018,Kharif,Tamil Nadu,15961.0,26420.0,986.2,2588874.2,5586.35,1.340555556
Small millets,2018,Rabi,Tamil Nadu,344.0,511.0,986.2,55796.8,120.4,1.577692308
Sugarcane,2018,Whole Year,Tamil Nadu,166415.0,17096330.0,986.2,26992513.0,58245.25,99.34166667
Sunflower,2018,Kharif,Tamil Nadu,486.0,843.0,986.2,78829.2,170.1,1.78
Sunflower,2018,Rabi,Tamil Nadu,4556.0,2630.0,986.2,738983.2,1594.6,0.556470588
Sweet potato,2018,Whole Year,Tamil Nadu,328.0,8848.0,986.2,53201.6,114.8,25.31238095
Tapioca,2018,Whole Year,Tamil Nadu,75644.0,2629655.0,986.2,12269456.8,26475.4,34.88068966
Tobacco,2018,Whole Year,Tamil Nadu,2111.0,3238.0,986.2,342404.2,738.85,1.354545455
Turmeric,2018,Whole Year,Tamil Nadu,23351.0,92360.0,986.2,3787532.2,8172.85,3.892857143
Urad,2018,Kharif,Tamil Nadu,44495.0,33810.0,986.2,7217089.0,15573.25,0.777
Urad,2018,Rabi,Tamil Nadu,396479.0,240497.0,986.2,64308893.8,138767.65,0.607
Arecanut,2019,Kharif,Andhra Pradesh,1096.0,10418.0,899.2,188248.96,405.52,7.253333333
Arhar/Tur,2019,Kharif,Andhra Pradesh,237647.0,114451.0,899.2,40818248.72,87929.39,0.44
Arhar/Tur,2019,Rabi,Andhra Pradesh,5940.0,3747.0,899.2,1020254.4,2197.8,0.43
Bajra,2019,Kharif,Andhra Pradesh,20484.0,47045.0,899.2,3518331.84,7579.08,2.004545455
Bajra,2019,Rabi,Andhra Pradesh,4592.0,11322.0,899.2,788721.92,1699.04,2.48
Banana,2019,Whole Year,Andhra Pradesh,97695.0,5861700.0,899.2,16780093.2,36147.15,60.0
Black pepper,2019,Whole Year,Andhra Pradesh,17645.0,17645.0,899.2,3030705.2,6528.65,1.0
Cashewnut,2019,Kharif,Andhra Pradesh,115785.0,115785.0,899.2,19887231.6,42840.45,1.0
Castor seed,2019,Kharif,Andhra Pradesh,36827.0,25270.0,899.2,6325405.52,13625.99,0.7625
Castor seed,2019,Rabi,Andhra Pradesh,1056.0,637.0,899.2,181378.56,390.72,0.684
Coconut,2019,Whole Year,Andhra Pradesh,104027.0,1912224000.0,899.2,17867677.52,38489.99,16935.05846
Coriander,2019,Rabi,Andhra Pradesh,1119.0,553.0,899.2,192199.44,414.03,0.50375
Cotton(lint),2019,Kharif,Andhra Pradesh,653953.0,424486.0,899.2,112322967.3,241962.61,0.543846154
Cotton(lint),2019,Rabi,Andhra Pradesh,3474.0,11066.0,899.2,596694.24,1285.38,3.305
Cowpea(Lobia),2019,Kharif,Andhra Pradesh,5816.0,2612.0,899.2,998956.16,2151.92,0.503333333
Cowpea(Lobia),2019,Rabi,Andhra Pradesh,6792.0,3532.0,899.2,1166593.92,2513.04,0.630909091
Dry chillies,2019,Kharif,Andhra Pradesh,136183.0,725388.0,899.2,23390792.08,50387.71,4.526666667
Dry chillies,2019,Rabi,Andhra Pradesh,16899.0,79638.0,899.2,2902572.24,6252.63,4.034615385
Ginger,2019,Kharif,Andhra Pradesh,294.0,633.0,899.2,50497.44,108.78,1.922
Gram,2019,Rabi,Andhra Pradesh,458579.0,558745.0,899.2,78765529.04,169674.23,1.443636364
Groundnut,2019,Kharif,Andhra Pradesh,567875.0,621906.0,899.2,97538210.0,210113.75,2.255384615
Groundnut,2019,Rabi,Andhra Pradesh,93389.0,227739.0,899.2,16040494.64,34553.93,2.812307692
Horse-gram,2019,Kharif,Andhra Pradesh,83567.0,39442.0,899.2,14353467.92,30919.79,0.251666667
Horse-gram,2019,Rabi,Andhra Pradesh,29995.0,16670.0,899.2,5151941.2,11098.15,0.606923077
Jowar,2019,Kharif,Andhra Pradesh,36981.0,38880.0,899.2,6351856.56,13682.97,1.149
Jowar,2019,Rabi,Andhra Pradesh,117962.0,350076.0,899.2,20261153.12,43645.94,2.358
Maize,2019,Kharif,Andhra Pradesh,95591.0,450932.0,899.2,16418710.16,35368.67,4.653076923
Maize,2019,Rabi,Andhra Pradesh,205100.0,1670288.0,899.2,35227976.0,75887.0,6.698461538
Mesta,2019,Kharif,Andhra Pradesh,1714.0,18265.0,899.2,294396.64,634.18,10.135
Moong(Green Gram),2019,Kharif,Andhra Pradesh,13444.0,5138.0,899.2,2309141.44,4974.28,0.625384615
Moong(Green Gram),2019,Rabi,Andhra Pradesh,93535.0,81072.0,899.2,16065571.6,34607.95,0.885384615
Niger seed,2019,Rabi,Andhra Pradesh,4256.0,1409.0,899.2,731010.56,1574.72,0.33
Oilseeds total,2019,Kharif,Andhra Pradesh,712037.0,2914652.0,899.2,122299475.1,263453.69,8.527692308
Oilseeds total,2019,Rabi,Andhra Pradesh,141100.0,250093.0,899.2,24235336.0,52207.0,1.720769231
Onion,2019,Kharif,Andhra Pradesh,23864.0,524198.0,899.2,4098880.64,8829.68,22.22444444
Onion,2019,Rabi,Andhra Pradesh,12250.0,256890.0,899.2,2104060.0,4532.5,21.7675
Other  Rabi pulses,2019,Rabi,Andhra Pradesh,10770.0,11296.0,899.2,1849855.2,3984.9,1.23
Other Kharif pulses,2019,Kharif,Andhra Pradesh,1715.0,850.0,899.2,294568.4,634.55,0.656666667
Potato,2019,Kharif,Andhra Pradesh,453.0,6648.0,899.2,77807.28,167.61,12.21
Potato,2019,Rabi,Andhra Pradesh,1050.0,15919.0,899.2,180348.0,388.5,13.155
Ragi,2019,Kharif,Andhra Pradesh,25660.0,31913.0,899.2,4407361.6,9494.2,1.315
Ragi,2019,Rabi,Andhra Pradesh,7893.0,12385.0,899.2,1355701.68,2920.41,1.588888889
Rapeseed &Mustard,2019,Rabi,Andhra Pradesh,1882.0,912.0,899.2,323252.32,696.34,0.375
Rice,2019,Kharif,Andhra Pradesh,1526425.0,5342033.0,899.2,262178758.0,564777.25,3.517692308
Rice,2019,Rabi,Andhra Pradesh,829557.0,3798058.0,899.2,142484710.3,306936.09,3.873076923
Safflower,2019,Rabi,Andhra Pradesh,710.0,348.0,899.2,121949.6,262.7,0.475
Sesamum,2019,Kharif,Andhra Pradesh,6197.0,1316.0,899.2,1064396.72,2292.89,0.286
Sesamum,2019,Rabi,Andhra Pradesh,32989.0,12129.0,899.2,5666190.64,12205.93,0.333076923
Small millets,2019,Kharif,Andhra Pradesh,19344.0,18085.0,899.2,3322525.44,7157.28,0.758333333
Small millets,2019,Rabi,Andhra Pradesh,3966.0,3990.0,899.2,681200.16,1467.42,0.921428571
Soyabean,2019,Kharif,Andhra Pradesh,1354.0,2367.0,899.2,232563.04,500.98,1.13
Soyabean,2019,Rabi,Andhra Pradesh,24.0,42.0,899.2,4122.24,8.88,1.39
Sugarcane,2019,Kharif,Andhra Pradesh,85911.0,6714729.0,899.2,14756073.36,31787.07,83.44538462
Sunflower,2019,Kharif,Andhra Pradesh,1869.0,1306.0,899.2,321019.44,691.53,1.23
Sunflower,2019,Rabi,Andhra Pradesh,6794.0,6877.0,899.2,1166937.44,2513.78,0.967692308
Sweet potato,2019,Kharif,Andhra Pradesh,54.0,895.0,899.2,9275.04,19.98,18.038
Sweet potato,2019,Rabi,Andhra Pradesh,360.0,6271.0,899.2,61833.6,133.2,16.747
Tapioca,2019,Kharif,Andhra Pradesh,6986.0,84845.0,899.2,1199915.36,2584.82,13.61166667
Tapioca,2019,Rabi,Andhra Pradesh,54.0,512.0,899.2,9275.04,19.98,14.415
Tobacco,2019,Kharif,Andhra Pradesh,36504.0,375719.0,899.2,6269927.04,13506.48,8.732352941
Tobacco,2019,Rabi,Andhra Pradesh,78051.0,165535.0,899.2,13406039.76,28878.87,2.428181818
Urad,2019,Kharif,Andhra Pradesh,15242.0,14254.0,899.2,2617965.92,5639.54,0.834615385
Urad,2019,Rabi,Andhra Pradesh,287929.0,315055.0,899.2,49454685.04,106533.73,0.944615385
Wheat,2019,Rabi,Andhra Pradesh,37.0,11.0,899.2,6355.12,13.69,0.155
other oilseeds,2019,Kharif,Andhra Pradesh,97782.0,2262487.0,899.2,16795036.32,36179.34,16.12818182
Arecanut,2019,Kharif,Puducherry,52.0,78.0,1317.0,8931.52,19.24,1.5
Bajra,2019,Kharif,Puducherry,14.0,36.0,1317.0,2404.64,5.18,2.57
Bajra,2019,Rabi,Puducherry,1.0,3.0,1317.0,171.76,0.37,3.0
Bajra,2019,Summer,Puducherry,7.0,18.0,1317.0,1202.32,2.59,2.57
Banana,2019,Kharif,Puducherry,273.0,16637.0,1317.0,46890.48,101.01,32.76666667
Black pepper,2019,Kharif,Puducherry,11.0,15.0,1317.0,1889.36,4.07,1.36
Cashewnut,2019,Kharif,Puducherry,145.0,65.0,1317.0,24905.2,53.65,0.426666667
Coconut,2019,Whole Year,Puducherry,1857.0,18661000.0,1317.0,318958.32,687.09,9474.625
Cotton(lint),2019,Kharif,Puducherry,500.0,1248.0,1317.0,85880.0,185.0,2.745
Dry chillies,2019,Kharif,Puducherry,2.0,26.0,1317.0,343.52,0.74,13.0
Dry chillies,2019,Rabi,Puducherry,3.0,41.0,1317.0,515.28,1.11,13.67
Dry chillies,2019,Summer,Puducherry,2.0,26.0,1317.0,343.52,0.74,13.0
Groundnut,2019,Kharif,Puducherry,1.0,3.0,1317.0,171.76,0.37,3.0
Groundnut,2019,Rabi,Puducherry,231.0,693.0,1317.0,39676.56,85.47,3.0
Groundnut,2019,Summer,Puducherry,21.0,63.0,1317.0,3606.96,7.77,3.0
Moong(Green Gram),2019,Rabi,Puducherry,12.0,9.0,1317.0,2061.12,4.44,0.75
Moong(Green Gram),2019,Summer,Puducherry,629.0,156.0,1317.0,108037.04,232.73,0.606666667
Onion,2019,Kharif,Puducherry,2.0,10.0,1317.0,343.52,0.74,5.0
Onion,2019,Summer,Puducherry,1.0,5.0,1317.0,171.76,0.37,5.0
Other  Rabi pulses,2019,Rabi,Puducherry,53.0,42.0,1317.0,9103.28,19.61,0.79
Other Kharif pulses,2019,Kharif,Puducherry,5.0,4.0,1317.0,858.8,1.85,0.8
Other Summer Pulses,2019,Summer,Puducherry,21.0,17.0,1317.0,3606.96,7.77,0.81
Ragi,2019,Kharif,Puducherry,32.0,77.0,1317.0,5496.32,11.84,2.41
Ragi,2019,Rabi,Puducherry,4.0,10.0,1317.0,687.04,1.48,2.5
Ragi,2019,Summer,Puducherry,23.0,55.0,1317.0,3950.48,8.51,2.39
Rice,2019,Kharif,Puducherry,4323.0,15171.0,1317.0,742518.48,1599.51,3.216666667
Rice,2019,Rabi,Puducherry,9397.0,28114.0,1317.0,1614028.72,3476.89,3.883333333
Rice,2019,Summer,Puducherry,4518.0,16060.0,1317.0,776011.68,1671.66,3.55
Sesamum,2019,Kharif,Puducherry,2.0,2.0,1317.0,343.52,0.74,1.0
Sesamum,2019,Rabi,Puducherry,10.0,10.0,1317.0,1717.6,3.7,1.0
Sesamum,2019,Summer,Puducherry,203.0,152.0,1317.0,34867.28,75.11,0.57
Small millets,2019,Kharif,Puducherry,14.0,17.0,1317.0,2404.64,5.18,1.21
Sugarcane,2019,Kharif,Puducherry,1308.0,183120.0,1317.0,224662.08,483.96,140.0
Sweet potato,2019,Kharif,Puducherry,5.0,45.0,1317.0,858.8,1.85,9.0
Sweet potato,2019,Rabi,Puducherry,1.0,9.0,1317.0,171.76,0.37,9.0
Tapioca,2019,Kharif,Puducherry,170.0,4218.0,1317.0,29199.2,62.9,29.75
Tapioca,2019,Rabi,Puducherry,8.0,196.0,1317.0,1374.08,2.96,24.5
Turmeric,2019,Kharif,Puducherry,11.0,165.0,1317.0,1889.36,4.07,15.0
Urad,2019,Kharif,Puducherry,2.0,2.0,1317.0,343.52,0.74,1.0
Urad,2019,Rabi,Puducherry,146.0,146.0,1317.0,25076.96,54.02,1.0
Urad,2019,Summer,Puducherry,321.0,139.0,1317.0,55134.96,118.77,0.723333333
Arecanut,2019,Whole Year,Karnataka,500522.0,5409381.0,1422.3,85969658.72,185193.14,10.7724
Arhar/Tur,2019,Kharif,Karnataka,1626389.0,1125991.0,1422.3,279348574.6,601763.93,0.657586207
Bajra,2019,Kharif,Karnataka,328048.0,355678.0,1422.3,56345524.48,121377.76,1.106666667
Bajra,2019,Summer,Karnataka,10904.0,11378.0,1422.3,1872871.04,4034.48,1.038518519
Black pepper,2019,Whole Year,Karnataka,160774.0,63026.0,1422.3,27614542.24,59486.38,0.394705882
Cardamom,2019,Whole Year,Karnataka,1939.0,301.0,1422.3,333042.64,717.43,0.105238095
Cashewnut,2019,Whole Year,Karnataka,45546.0,64596.0,1422.3,7822980.96,16852.02,1.41962963
Castor seed,2019,Kharif,Karnataka,4144.0,3818.0,1422.3,711773.44,1533.28,0.904545455
Coconut,2019,Whole Year,Karnataka,610324.0,5030774000.0,1422.3,104829250.2,225819.88,8344.984
Coriander,2019,Whole Year,Karnataka,608.0,300.0,1422.3,104430.08,224.96,0.48
Cotton(lint),2019,Kharif,Karnataka,803067.0,2319158.0,1422.3,137934787.9,297134.79,2.51
Cotton(lint),2019,Rabi,Karnataka,14393.0,10392.0,1422.3,2472141.68,5325.41,0.721363636
Cowpea(Lobia),2019,Kharif,Karnataka,30586.0,8678.0,1422.3,5253451.36,11316.82,0.299333333
Cowpea(Lobia),2019,Rabi,Karnataka,11051.0,5396.0,1422.3,1898119.76,4088.87,0.458928571
Cowpea(Lobia),2019,Summer,Karnataka,4103.0,983.0,1422.3,704731.28,1518.11,0.197407407
Dry chillies,2019,Kharif,Karnataka,74078.0,129238.0,1422.3,12723637.28,27408.86,1.992352941
Garlic,2019,Whole Year,Karnataka,1706.0,8741.0,1422.3,293022.56,631.22,5.177727273
Ginger,2019,Whole Year,Karnataka,22388.0,234176.0,1422.3,3845362.88,8283.56,10.60275862
Gram,2019,Rabi,Karnataka,908637.0,674750.0,1422.3,156067491.1,336195.69,0.7125
Groundnut,2019,Kharif,Karnataka,413854.0,369876.0,1422.3,71083563.04,153125.98,0.949285714
Groundnut,2019,Rabi,Karnataka,2809.0,6504.0,1422.3,482473.84,1039.33,2.31
Groundnut,2019,Summer,Karnataka,113518.0,127045.0,1422.3,19497851.68,42001.66,1.157307692
